username,name,email,password,gender,marriage,income_prospect,asset_level,income_level,finance_type,product_list
user_1306,User 1306,user1306@example.com,password1306,female,married,unstable,above_1b,30m_to_50m,planner,"{""deposits"": [71, 55, 35, 56], ""savings"": [106]}"
user_1307,User 1307,user1307@example.com,password1307,female,married,unstable,below_10m,100m_to_300m,saver,"{""deposits"": [96, 20, 22], ""savings"": []}"
user_1308,User 1308,user1308@example.com,password1308,female,married,unstable,below_10m,30m_to_50m,saver,"{""deposits"": [93], ""savings"": [157, 191, 124]}"
user_1309,User 1309,user1309@example.com,password1309,female,single,unstable,above_1b,50m_to_70m,saver,"{""deposits"": [], ""savings"": [143]}"
user_1310,User 1310,user1310@example.com,password1310,male,single,decreasing,below_10m,100m_to_300m,investor,"{""deposits"": [4, 12, 19, 40], ""savings"": [103]}"
user_1311,User 1311,user1311@example.com,password1311,female,married,decreasing,50m_to_100m,above_300m,investor,"{""deposits"": [59, 76, 28, 51], ""savings"": [185, 199, 173]}"
user_1312,User 1312,user1312@example.com,password1312,male,single,stable_increase,500m_to_1b,above_300m,planner,"{""deposits"": [27, 92], ""savings"": [186, 157, 151]}"
user_1313,User 1313,user1313@example.com,password1313,female,single,stable_increase,below_10m,30m_to_50m,investor,"{""deposits"": [28, 83, 36, 32], ""savings"": []}"
user_1314,User 1314,user1314@example.com,password1314,female,single,stable_increase,10m_to_50m,30m_to_50m,investor,"{""deposits"": [4, 11], ""savings"": [151, 136, 140, 133]}"
user_1315,User 1315,user1315@example.com,password1315,female,single,decreasing,above_1b,100m_to_300m,investor,"{""deposits"": [55, 96, 21], ""savings"": [195, 166, 123, 170]}"
user_1316,User 1316,user1316@example.com,password1316,female,single,unstable,above_1b,50m_to_70m,investor,"{""deposits"": [46, 92, 38], ""savings"": [162]}"
user_1317,User 1317,user1317@example.com,password1317,male,married,stable_increase,below_10m,above_300m,spender,"{""deposits"": [17, 22, 16], ""savings"": [182, 101, 175, 128]}"
user_1318,User 1318,user1318@example.com,password1318,male,married,decreasing,above_1b,below_30m,saver,"{""deposits"": [], ""savings"": [187, 157, 133, 179]}"
user_1319,User 1319,user1319@example.com,password1319,female,married,unstable,10m_to_50m,below_30m,spender,"{""deposits"": [89], ""savings"": [142, 113]}"
user_1320,User 1320,user1320@example.com,password1320,female,single,unstable,below_10m,100m_to_300m,saver,"{""deposits"": [85, 47], ""savings"": [110, 108, 198, 171]}"
user_1321,User 1321,user1321@example.com,password1321,female,single,decreasing,100m_to_500m,70m_to_100m,investor,"{""deposits"": [78], ""savings"": [101, 151, 125]}"
user_1322,User 1322,user1322@example.com,password1322,female,married,unstable,100m_to_500m,100m_to_300m,investor,"{""deposits"": [], ""savings"": [108]}"
user_1323,User 1323,user1323@example.com,password1323,male,married,unstable,500m_to_1b,50m_to_70m,planner,"{""deposits"": [], ""savings"": [189, 172, 170]}"
user_1324,User 1324,user1324@example.com,password1324,female,married,decreasing,100m_to_500m,70m_to_100m,investor,"{""deposits"": [9], ""savings"": [101, 168, 124, 149]}"
user_1325,User 1325,user1325@example.com,password1325,female,married,stable_increase,below_10m,above_300m,spender,"{""deposits"": [38, 71, 70], ""savings"": [196]}"
user_1326,User 1326,user1326@example.com,password1326,female,married,decreasing,10m_to_50m,above_300m,investor,"{""deposits"": [88, 39, 10, 25], ""savings"": []}"
user_1327,User 1327,user1327@example.com,password1327,male,single,stable_increase,above_1b,below_30m,spender,"{""deposits"": [], ""savings"": [184, 165]}"
user_1328,User 1328,user1328@example.com,password1328,female,married,unstable,below_10m,70m_to_100m,planner,"{""deposits"": [], ""savings"": [113, 114]}"
user_1329,User 1329,user1329@example.com,password1329,male,single,stable_increase,500m_to_1b,30m_to_50m,investor,"{""deposits"": [6], ""savings"": []}"
user_1330,User 1330,user1330@example.com,password1330,female,single,unstable,500m_to_1b,below_30m,saver,"{""deposits"": [29], ""savings"": []}"
user_1331,User 1331,user1331@example.com,password1331,female,married,unstable,500m_to_1b,50m_to_70m,saver,"{""deposits"": [5, 3], ""savings"": [172]}"
user_1332,User 1332,user1332@example.com,password1332,male,single,unstable,above_1b,above_300m,investor,"{""deposits"": [14, 37, 49], ""savings"": []}"
user_1333,User 1333,user1333@example.com,password1333,female,single,stable_increase,100m_to_500m,70m_to_100m,planner,"{""deposits"": [81, 88, 93, 14], ""savings"": []}"
user_1334,User 1334,user1334@example.com,password1334,male,single,stable_increase,10m_to_50m,30m_to_50m,planner,"{""deposits"": [79, 43, 12], ""savings"": [198, 196]}"
user_1335,User 1335,user1335@example.com,password1335,female,married,stable_increase,100m_to_500m,above_300m,spender,"{""deposits"": [18], ""savings"": [143]}"
user_1336,User 1336,user1336@example.com,password1336,male,single,stable_increase,10m_to_50m,below_30m,investor,"{""deposits"": [69, 23, 50, 84], ""savings"": [175, 167]}"
user_1337,User 1337,user1337@example.com,password1337,female,married,unstable,50m_to_100m,below_30m,spender,"{""deposits"": [64], ""savings"": [162, 120]}"
user_1338,User 1338,user1338@example.com,password1338,female,married,unstable,above_1b,30m_to_50m,spender,"{""deposits"": [95], ""savings"": [131]}"
user_1339,User 1339,user1339@example.com,password1339,male,single,unstable,100m_to_500m,100m_to_300m,spender,"{""deposits"": [41], ""savings"": []}"
user_1340,User 1340,user1340@example.com,password1340,female,single,stable_increase,100m_to_500m,above_300m,planner,"{""deposits"": [83, 65, 3], ""savings"": []}"
user_1341,User 1341,user1341@example.com,password1341,female,married,decreasing,500m_to_1b,30m_to_50m,saver,"{""deposits"": [77], ""savings"": [158, 110]}"
user_1342,User 1342,user1342@example.com,password1342,female,married,decreasing,100m_to_500m,above_300m,investor,"{""deposits"": [69], ""savings"": []}"
user_1343,User 1343,user1343@example.com,password1343,female,single,stable_increase,50m_to_100m,70m_to_100m,planner,"{""deposits"": [94, 45, 36], ""savings"": [194, 174, 187, 151]}"
user_1344,User 1344,user1344@example.com,password1344,male,single,unstable,100m_to_500m,above_300m,investor,"{""deposits"": [22, 72, 39], ""savings"": [114, 166, 146]}"
user_1345,User 1345,user1345@example.com,password1345,female,single,stable_increase,below_10m,70m_to_100m,saver,"{""deposits"": [91], ""savings"": [164]}"
user_1346,User 1346,user1346@example.com,password1346,male,married,decreasing,100m_to_500m,70m_to_100m,spender,"{""deposits"": [15, 43, 66, 95], ""savings"": []}"
user_1347,User 1347,user1347@example.com,password1347,male,single,stable_increase,below_10m,100m_to_300m,saver,"{""deposits"": [54, 88, 98, 48], ""savings"": [117, 159]}"
user_1348,User 1348,user1348@example.com,password1348,female,married,decreasing,above_1b,below_30m,spender,"{""deposits"": [13, 65, 6], ""savings"": [149, 136, 152, 156]}"
user_1349,User 1349,user1349@example.com,password1349,female,single,unstable,50m_to_100m,30m_to_50m,saver,"{""deposits"": [], ""savings"": [111, 127, 140, 145]}"
user_1350,User 1350,user1350@example.com,password1350,male,single,unstable,50m_to_100m,30m_to_50m,investor,"{""deposits"": [17, 64], ""savings"": [133]}"
user_1351,User 1351,user1351@example.com,password1351,male,single,decreasing,50m_to_100m,30m_to_50m,planner,"{""deposits"": [95, 27], ""savings"": [107, 154]}"
user_1352,User 1352,user1352@example.com,password1352,male,single,unstable,10m_to_50m,above_300m,spender,"{""deposits"": [], ""savings"": []}"
user_1353,User 1353,user1353@example.com,password1353,female,single,stable_increase,below_10m,above_300m,saver,"{""deposits"": [], ""savings"": [109, 197, 142]}"
user_1354,User 1354,user1354@example.com,password1354,male,single,decreasing,10m_to_50m,100m_to_300m,spender,"{""deposits"": [49], ""savings"": []}"
user_1355,User 1355,user1355@example.com,password1355,male,single,stable_increase,100m_to_500m,50m_to_70m,spender,"{""deposits"": [], ""savings"": [189]}"
user_1356,User 1356,user1356@example.com,password1356,male,single,unstable,10m_to_50m,70m_to_100m,spender,"{""deposits"": [64, 59, 87, 26], ""savings"": [106, 120]}"
user_1357,User 1357,user1357@example.com,password1357,male,married,stable_increase,100m_to_500m,50m_to_70m,investor,"{""deposits"": [1, 13], ""savings"": [166, 180, 156, 172]}"
user_1358,User 1358,user1358@example.com,password1358,male,single,decreasing,500m_to_1b,30m_to_50m,investor,"{""deposits"": [79, 91], ""savings"": [161, 140, 127]}"
user_1359,User 1359,user1359@example.com,password1359,male,married,stable_increase,below_10m,below_30m,spender,"{""deposits"": [61, 10, 46], ""savings"": [130, 123, 191]}"
user_1360,User 1360,user1360@example.com,password1360,female,single,stable_increase,10m_to_50m,100m_to_300m,planner,"{""deposits"": [33], ""savings"": []}"
user_1361,User 1361,user1361@example.com,password1361,female,married,stable_increase,100m_to_500m,50m_to_70m,planner,"{""deposits"": [65, 22, 36, 46], ""savings"": [165, 103]}"
user_1362,User 1362,user1362@example.com,password1362,female,married,stable_increase,10m_to_50m,below_30m,planner,"{""deposits"": [], ""savings"": [135, 129, 111, 171]}"
user_1363,User 1363,user1363@example.com,password1363,female,married,decreasing,10m_to_50m,above_300m,saver,"{""deposits"": [52, 85, 55, 77], ""savings"": [167]}"
user_1364,User 1364,user1364@example.com,password1364,female,married,decreasing,below_10m,30m_to_50m,spender,"{""deposits"": [85, 11], ""savings"": [193, 195, 103, 139]}"
user_1365,User 1365,user1365@example.com,password1365,female,married,stable_increase,10m_to_50m,70m_to_100m,saver,"{""deposits"": [92], ""savings"": [163, 189, 122, 180]}"
user_1366,User 1366,user1366@example.com,password1366,male,married,decreasing,above_1b,50m_to_70m,saver,"{""deposits"": [12, 96, 44, 86], ""savings"": []}"
user_1367,User 1367,user1367@example.com,password1367,male,single,decreasing,500m_to_1b,above_300m,saver,"{""deposits"": [12], ""savings"": [131, 187]}"
user_1368,User 1368,user1368@example.com,password1368,male,single,unstable,50m_to_100m,below_30m,planner,"{""deposits"": [92, 66, 5, 56], ""savings"": [111, 119, 141, 159]}"
user_1369,User 1369,user1369@example.com,password1369,female,single,unstable,50m_to_100m,50m_to_70m,spender,"{""deposits"": [32, 68, 1], ""savings"": [160, 148]}"
user_1370,User 1370,user1370@example.com,password1370,male,married,stable_increase,100m_to_500m,50m_to_70m,investor,"{""deposits"": [71], ""savings"": [141, 160]}"
user_1371,User 1371,user1371@example.com,password1371,male,single,decreasing,above_1b,30m_to_50m,investor,"{""deposits"": [60, 14, 79, 87], ""savings"": [179, 183, 121, 151]}"
user_1372,User 1372,user1372@example.com,password1372,male,married,unstable,100m_to_500m,above_300m,spender,"{""deposits"": [], ""savings"": [141]}"
user_1373,User 1373,user1373@example.com,password1373,female,married,decreasing,100m_to_500m,50m_to_70m,planner,"{""deposits"": [60, 56, 3], ""savings"": [181, 153]}"
user_1374,User 1374,user1374@example.com,password1374,male,married,stable_increase,50m_to_100m,30m_to_50m,investor,"{""deposits"": [44, 17, 9, 91], ""savings"": [175, 135, 138, 194]}"
user_1375,User 1375,user1375@example.com,password1375,female,married,stable_increase,below_10m,above_300m,saver,"{""deposits"": [], ""savings"": []}"
user_1376,User 1376,user1376@example.com,password1376,male,married,stable_increase,500m_to_1b,30m_to_50m,planner,"{""deposits"": [45], ""savings"": [105, 131, 107, 165]}"
user_1377,User 1377,user1377@example.com,password1377,female,married,unstable,below_10m,50m_to_70m,spender,"{""deposits"": [73, 47, 17, 23], ""savings"": []}"
user_1378,User 1378,user1378@example.com,password1378,male,single,unstable,10m_to_50m,100m_to_300m,spender,"{""deposits"": [21, 100, 42], ""savings"": [104, 126]}"
user_1379,User 1379,user1379@example.com,password1379,female,single,unstable,100m_to_500m,70m_to_100m,planner,"{""deposits"": [22], ""savings"": [139]}"
user_1380,User 1380,user1380@example.com,password1380,male,married,unstable,10m_to_50m,below_30m,saver,"{""deposits"": [25, 34, 15], ""savings"": [148, 182, 118]}"
user_1381,User 1381,user1381@example.com,password1381,female,married,decreasing,500m_to_1b,above_300m,planner,"{""deposits"": [67, 66, 4], ""savings"": [118, 110, 116]}"
user_1382,User 1382,user1382@example.com,password1382,female,married,decreasing,10m_to_50m,70m_to_100m,saver,"{""deposits"": [77, 57, 26], ""savings"": [188, 130]}"
user_1383,User 1383,user1383@example.com,password1383,male,single,unstable,500m_to_1b,100m_to_300m,investor,"{""deposits"": [71, 23, 100, 33], ""savings"": [136, 181, 110, 186]}"
user_1384,User 1384,user1384@example.com,password1384,female,single,stable_increase,below_10m,100m_to_300m,saver,"{""deposits"": [15], ""savings"": [181, 112, 125, 164]}"
user_1385,User 1385,user1385@example.com,password1385,male,single,decreasing,50m_to_100m,30m_to_50m,spender,"{""deposits"": [], ""savings"": [160, 129]}"
user_1386,User 1386,user1386@example.com,password1386,female,married,stable_increase,below_10m,70m_to_100m,spender,"{""deposits"": [24, 13, 22, 47], ""savings"": [163, 146, 102, 189]}"
user_1387,User 1387,user1387@example.com,password1387,female,single,decreasing,50m_to_100m,below_30m,planner,"{""deposits"": [87], ""savings"": [143, 146, 126]}"
user_1388,User 1388,user1388@example.com,password1388,female,single,unstable,above_1b,50m_to_70m,investor,"{""deposits"": [54, 40, 34, 37], ""savings"": []}"
user_1389,User 1389,user1389@example.com,password1389,male,single,unstable,above_1b,50m_to_70m,spender,"{""deposits"": [82, 13, 51], ""savings"": []}"
user_1390,User 1390,user1390@example.com,password1390,female,single,decreasing,below_10m,30m_to_50m,spender,"{""deposits"": [64, 52, 12], ""savings"": [182, 145]}"
user_1391,User 1391,user1391@example.com,password1391,female,married,unstable,above_1b,100m_to_300m,spender,"{""deposits"": [36, 15], ""savings"": [144, 142, 199]}"
user_1392,User 1392,user1392@example.com,password1392,female,single,stable_increase,below_10m,100m_to_300m,spender,"{""deposits"": [70, 98, 34, 45], ""savings"": []}"
user_1393,User 1393,user1393@example.com,password1393,male,married,unstable,100m_to_500m,above_300m,investor,"{""deposits"": [68], ""savings"": []}"
user_1394,User 1394,user1394@example.com,password1394,male,single,stable_increase,above_1b,50m_to_70m,planner,"{""deposits"": [8], ""savings"": [121, 113, 158]}"
user_1395,User 1395,user1395@example.com,password1395,female,married,unstable,below_10m,above_300m,investor,"{""deposits"": [45, 55, 79], ""savings"": []}"
user_1396,User 1396,user1396@example.com,password1396,male,married,unstable,above_1b,below_30m,spender,"{""deposits"": [76, 42, 62, 71], ""savings"": [181]}"
user_1397,User 1397,user1397@example.com,password1397,male,married,unstable,above_1b,below_30m,planner,"{""deposits"": [47, 14], ""savings"": []}"
user_1398,User 1398,user1398@example.com,password1398,male,single,stable_increase,above_1b,70m_to_100m,spender,"{""deposits"": [], ""savings"": [111, 190, 167]}"
user_1399,User 1399,user1399@example.com,password1399,male,single,unstable,10m_to_50m,50m_to_70m,planner,"{""deposits"": [91, 77], ""savings"": [159, 138, 117, 180]}"
user_1400,User 1400,user1400@example.com,password1400,female,married,unstable,500m_to_1b,50m_to_70m,planner,"{""deposits"": [], ""savings"": [158, 185]}"
user_1401,User 1401,user1401@example.com,password1401,female,married,unstable,below_10m,70m_to_100m,spender,"{""deposits"": [5], ""savings"": []}"
user_1402,User 1402,user1402@example.com,password1402,male,single,unstable,50m_to_100m,30m_to_50m,planner,"{""deposits"": [21, 89, 19], ""savings"": [102, 149, 195]}"
user_1403,User 1403,user1403@example.com,password1403,female,married,stable_increase,100m_to_500m,30m_to_50m,investor,"{""deposits"": [79, 23], ""savings"": [153, 148, 194]}"
user_1404,User 1404,user1404@example.com,password1404,female,single,stable_increase,50m_to_100m,50m_to_70m,spender,"{""deposits"": [73], ""savings"": []}"
user_1405,User 1405,user1405@example.com,password1405,male,married,decreasing,below_10m,30m_to_50m,saver,"{""deposits"": [61, 14, 23, 37], ""savings"": [125, 137, 164, 136]}"
user_1406,User 1406,user1406@example.com,password1406,female,married,stable_increase,500m_to_1b,70m_to_100m,saver,"{""deposits"": [73, 87, 66], ""savings"": [102, 159, 171, 139]}"
user_1407,User 1407,user1407@example.com,password1407,female,married,stable_increase,above_1b,below_30m,investor,"{""deposits"": [], ""savings"": [197, 160, 107, 145]}"
user_1408,User 1408,user1408@example.com,password1408,male,single,stable_increase,100m_to_500m,100m_to_300m,investor,"{""deposits"": [6], ""savings"": [155]}"
user_1409,User 1409,user1409@example.com,password1409,female,married,stable_increase,100m_to_500m,30m_to_50m,planner,"{""deposits"": [24, 36, 86], ""savings"": [110, 138, 149, 139]}"
user_1410,User 1410,user1410@example.com,password1410,male,married,unstable,100m_to_500m,30m_to_50m,spender,"{""deposits"": [], ""savings"": [131, 176]}"
user_1411,User 1411,user1411@example.com,password1411,female,married,decreasing,500m_to_1b,50m_to_70m,saver,"{""deposits"": [41, 48, 90, 82], ""savings"": [148, 173]}"
user_1412,User 1412,user1412@example.com,password1412,female,single,unstable,100m_to_500m,70m_to_100m,planner,"{""deposits"": [19, 39, 32], ""savings"": [159]}"
user_1413,User 1413,user1413@example.com,password1413,male,single,unstable,below_10m,50m_to_70m,investor,"{""deposits"": [], ""savings"": [113, 136]}"
user_1414,User 1414,user1414@example.com,password1414,female,married,unstable,above_1b,100m_to_300m,saver,"{""deposits"": [], ""savings"": [196]}"
user_1415,User 1415,user1415@example.com,password1415,male,married,unstable,below_10m,above_300m,investor,"{""deposits"": [], ""savings"": [159, 156, 178]}"
user_1416,User 1416,user1416@example.com,password1416,male,married,stable_increase,500m_to_1b,above_300m,planner,"{""deposits"": [4, 21, 26], ""savings"": []}"
user_1417,User 1417,user1417@example.com,password1417,female,single,decreasing,500m_to_1b,100m_to_300m,planner,"{""deposits"": [91, 48], ""savings"": [160, 194, 101, 157]}"
user_1418,User 1418,user1418@example.com,password1418,female,single,stable_increase,500m_to_1b,50m_to_70m,spender,"{""deposits"": [93, 40], ""savings"": []}"
user_1419,User 1419,user1419@example.com,password1419,female,single,stable_increase,10m_to_50m,30m_to_50m,saver,"{""deposits"": [55, 2], ""savings"": [150, 109, 148]}"
user_1420,User 1420,user1420@example.com,password1420,female,married,unstable,above_1b,below_30m,investor,"{""deposits"": [61], ""savings"": [122, 180, 138]}"
user_1421,User 1421,user1421@example.com,password1421,female,single,decreasing,10m_to_50m,50m_to_70m,investor,"{""deposits"": [], ""savings"": [160, 178, 159]}"
user_1422,User 1422,user1422@example.com,password1422,female,single,stable_increase,10m_to_50m,70m_to_100m,planner,"{""deposits"": [], ""savings"": [106, 119, 107]}"
user_1423,User 1423,user1423@example.com,password1423,male,single,decreasing,500m_to_1b,70m_to_100m,spender,"{""deposits"": [], ""savings"": [115, 120, 192, 149]}"
user_1424,User 1424,user1424@example.com,password1424,female,married,decreasing,50m_to_100m,30m_to_50m,spender,"{""deposits"": [70, 22], ""savings"": [190, 141, 133, 109]}"
user_1425,User 1425,user1425@example.com,password1425,female,married,unstable,500m_to_1b,100m_to_300m,spender,"{""deposits"": [100, 60, 36], ""savings"": [141, 103, 194, 192]}"
user_1426,User 1426,user1426@example.com,password1426,male,single,decreasing,above_1b,above_300m,planner,"{""deposits"": [55], ""savings"": [123, 122, 107, 178]}"
user_1427,User 1427,user1427@example.com,password1427,female,single,stable_increase,10m_to_50m,70m_to_100m,investor,"{""deposits"": [], ""savings"": [139]}"
user_1428,User 1428,user1428@example.com,password1428,male,married,decreasing,10m_to_50m,below_30m,investor,"{""deposits"": [36, 54, 99, 25], ""savings"": []}"
user_1429,User 1429,user1429@example.com,password1429,male,married,unstable,10m_to_50m,100m_to_300m,planner,"{""deposits"": [76, 88], ""savings"": [106, 185, 157]}"
user_1430,User 1430,user1430@example.com,password1430,male,married,decreasing,50m_to_100m,30m_to_50m,planner,"{""deposits"": [], ""savings"": [119]}"
user_1431,User 1431,user1431@example.com,password1431,female,single,unstable,below_10m,70m_to_100m,planner,"{""deposits"": [], ""savings"": [137, 184, 156, 153]}"
user_1432,User 1432,user1432@example.com,password1432,female,single,decreasing,100m_to_500m,below_30m,spender,"{""deposits"": [84, 9, 81, 76], ""savings"": [127, 148, 138, 176]}"
user_1433,User 1433,user1433@example.com,password1433,male,married,decreasing,above_1b,30m_to_50m,planner,"{""deposits"": [], ""savings"": [124, 151, 177]}"
user_1434,User 1434,user1434@example.com,password1434,male,single,unstable,50m_to_100m,below_30m,planner,"{""deposits"": [], ""savings"": [114, 145, 185]}"
user_1435,User 1435,user1435@example.com,password1435,male,married,decreasing,100m_to_500m,100m_to_300m,saver,"{""deposits"": [50, 65, 90], ""savings"": [196, 104, 197]}"
user_1436,User 1436,user1436@example.com,password1436,male,single,unstable,100m_to_500m,above_300m,investor,"{""deposits"": [], ""savings"": [174, 196]}"
user_1437,User 1437,user1437@example.com,password1437,male,single,stable_increase,50m_to_100m,above_300m,investor,"{""deposits"": [99, 90], ""savings"": [143]}"
user_1438,User 1438,user1438@example.com,password1438,female,married,decreasing,10m_to_50m,70m_to_100m,planner,"{""deposits"": [82], ""savings"": [117, 119, 154, 192]}"
user_1439,User 1439,user1439@example.com,password1439,female,married,decreasing,500m_to_1b,50m_to_70m,saver,"{""deposits"": [62, 2], ""savings"": [115, 166, 143, 154]}"
user_1440,User 1440,user1440@example.com,password1440,female,married,decreasing,50m_to_100m,below_30m,investor,"{""deposits"": [49], ""savings"": []}"
user_1441,User 1441,user1441@example.com,password1441,female,married,decreasing,50m_to_100m,50m_to_70m,investor,"{""deposits"": [], ""savings"": [155, 191, 193]}"
user_1442,User 1442,user1442@example.com,password1442,male,single,decreasing,50m_to_100m,70m_to_100m,planner,"{""deposits"": [75, 74, 78], ""savings"": [121]}"
user_1443,User 1443,user1443@example.com,password1443,male,married,stable_increase,100m_to_500m,above_300m,planner,"{""deposits"": [25, 77, 24, 15], ""savings"": [158]}"
user_1444,User 1444,user1444@example.com,password1444,female,single,stable_increase,above_1b,30m_to_50m,saver,"{""deposits"": [6, 53, 23, 88], ""savings"": [171, 181, 104]}"
user_1445,User 1445,user1445@example.com,password1445,male,married,stable_increase,50m_to_100m,70m_to_100m,planner,"{""deposits"": [5, 84, 23, 41], ""savings"": [135, 106, 130, 152]}"
user_1446,User 1446,user1446@example.com,password1446,female,single,unstable,50m_to_100m,70m_to_100m,spender,"{""deposits"": [69, 31, 84, 11], ""savings"": [151, 200]}"
user_1447,User 1447,user1447@example.com,password1447,female,single,unstable,100m_to_500m,50m_to_70m,spender,"{""deposits"": [57, 5, 99, 59], ""savings"": [147, 180, 105]}"
user_1448,User 1448,user1448@example.com,password1448,female,married,decreasing,50m_to_100m,below_30m,spender,"{""deposits"": [6, 2, 30, 82], ""savings"": []}"
user_1449,User 1449,user1449@example.com,password1449,female,married,stable_increase,500m_to_1b,30m_to_50m,saver,"{""deposits"": [79, 68, 73, 16], ""savings"": [199, 168]}"
user_1450,User 1450,user1450@example.com,password1450,male,married,stable_increase,50m_to_100m,50m_to_70m,spender,"{""deposits"": [29, 37], ""savings"": [119, 101, 179, 192]}"
user_1451,User 1451,user1451@example.com,password1451,female,single,stable_increase,below_10m,above_300m,investor,"{""deposits"": [72, 36], ""savings"": [199, 121]}"
user_1452,User 1452,user1452@example.com,password1452,female,married,decreasing,100m_to_500m,70m_to_100m,saver,"{""deposits"": [84, 73], ""savings"": [157, 159]}"
user_1453,User 1453,user1453@example.com,password1453,female,single,decreasing,10m_to_50m,below_30m,planner,"{""deposits"": [100, 76], ""savings"": [171, 179]}"
user_1454,User 1454,user1454@example.com,password1454,male,single,unstable,50m_to_100m,70m_to_100m,planner,"{""deposits"": [99, 57], ""savings"": [126, 176, 177]}"
user_1455,User 1455,user1455@example.com,password1455,female,single,decreasing,below_10m,30m_to_50m,investor,"{""deposits"": [65, 29, 31, 58], ""savings"": [145, 106, 199, 114]}"
user_1456,User 1456,user1456@example.com,password1456,female,single,stable_increase,100m_to_500m,100m_to_300m,planner,"{""deposits"": [27, 32], ""savings"": [135, 152, 118, 180]}"
user_1457,User 1457,user1457@example.com,password1457,female,single,decreasing,50m_to_100m,100m_to_300m,spender,"{""deposits"": [], ""savings"": [153, 194, 120]}"
user_1458,User 1458,user1458@example.com,password1458,male,married,stable_increase,50m_to_100m,below_30m,investor,"{""deposits"": [91], ""savings"": [184]}"
user_1459,User 1459,user1459@example.com,password1459,female,single,unstable,50m_to_100m,100m_to_300m,planner,"{""deposits"": [84, 41, 26, 78], ""savings"": [194, 172, 184, 110]}"
user_1460,User 1460,user1460@example.com,password1460,male,single,unstable,50m_to_100m,50m_to_70m,saver,"{""deposits"": [28], ""savings"": [154]}"
user_1461,User 1461,user1461@example.com,password1461,male,single,decreasing,below_10m,100m_to_300m,saver,"{""deposits"": [78, 46, 74, 100], ""savings"": []}"
user_1462,User 1462,user1462@example.com,password1462,male,married,unstable,above_1b,100m_to_300m,saver,"{""deposits"": [26], ""savings"": [148]}"
user_1463,User 1463,user1463@example.com,password1463,female,single,unstable,50m_to_100m,70m_to_100m,saver,"{""deposits"": [90, 71, 15, 96], ""savings"": []}"
user_1464,User 1464,user1464@example.com,password1464,male,married,stable_increase,below_10m,above_300m,spender,"{""deposits"": [57, 70], ""savings"": [198]}"
user_1465,User 1465,user1465@example.com,password1465,male,single,unstable,500m_to_1b,30m_to_50m,spender,"{""deposits"": [18, 75, 5], ""savings"": [102, 175, 128, 109]}"
user_1466,User 1466,user1466@example.com,password1466,male,married,unstable,50m_to_100m,100m_to_300m,investor,"{""deposits"": [88, 60], ""savings"": []}"
user_1467,User 1467,user1467@example.com,password1467,male,married,stable_increase,10m_to_50m,below_30m,investor,"{""deposits"": [45], ""savings"": [157, 118, 177, 158]}"
user_1468,User 1468,user1468@example.com,password1468,female,married,stable_increase,500m_to_1b,70m_to_100m,investor,"{""deposits"": [24, 27, 90], ""savings"": []}"
user_1469,User 1469,user1469@example.com,password1469,male,married,decreasing,above_1b,70m_to_100m,investor,"{""deposits"": [], ""savings"": [177, 125, 165, 130]}"
user_1470,User 1470,user1470@example.com,password1470,female,married,decreasing,above_1b,above_300m,saver,"{""deposits"": [], ""savings"": [134]}"
user_1471,User 1471,user1471@example.com,password1471,female,married,stable_increase,above_1b,50m_to_70m,saver,"{""deposits"": [79], ""savings"": []}"
user_1472,User 1472,user1472@example.com,password1472,female,single,decreasing,above_1b,above_300m,spender,"{""deposits"": [24], ""savings"": [175, 123, 154]}"
user_1473,User 1473,user1473@example.com,password1473,male,married,unstable,100m_to_500m,50m_to_70m,spender,"{""deposits"": [93], ""savings"": []}"
user_1474,User 1474,user1474@example.com,password1474,male,married,decreasing,500m_to_1b,above_300m,spender,"{""deposits"": [98, 82], ""savings"": []}"
user_1475,User 1475,user1475@example.com,password1475,female,married,stable_increase,100m_to_500m,30m_to_50m,saver,"{""deposits"": [], ""savings"": [157, 136, 160]}"
user_1476,User 1476,user1476@example.com,password1476,female,married,decreasing,50m_to_100m,50m_to_70m,saver,"{""deposits"": [67, 48], ""savings"": [174, 141, 117]}"
user_1477,User 1477,user1477@example.com,password1477,female,single,stable_increase,100m_to_500m,70m_to_100m,spender,"{""deposits"": [50, 71, 87], ""savings"": [168, 150, 140]}"
user_1478,User 1478,user1478@example.com,password1478,male,single,stable_increase,below_10m,30m_to_50m,planner,"{""deposits"": [], ""savings"": [155, 194]}"
user_1479,User 1479,user1479@example.com,password1479,female,single,decreasing,100m_to_500m,50m_to_70m,saver,"{""deposits"": [], ""savings"": [166, 116, 158]}"
user_1480,User 1480,user1480@example.com,password1480,male,married,unstable,above_1b,below_30m,planner,"{""deposits"": [73, 48, 8, 20], ""savings"": [123, 133, 165, 166]}"
user_1481,User 1481,user1481@example.com,password1481,female,married,stable_increase,100m_to_500m,above_300m,planner,"{""deposits"": [92], ""savings"": [164]}"
user_1482,User 1482,user1482@example.com,password1482,female,married,unstable,50m_to_100m,100m_to_300m,planner,"{""deposits"": [91, 92, 68], ""savings"": [182, 155, 131, 173]}"
user_1483,User 1483,user1483@example.com,password1483,male,married,decreasing,below_10m,above_300m,saver,"{""deposits"": [41], ""savings"": [146, 126]}"
user_1484,User 1484,user1484@example.com,password1484,female,married,decreasing,50m_to_100m,100m_to_300m,spender,"{""deposits"": [98], ""savings"": [184, 119, 198, 164]}"
